Mouse.Entrez,MGI.ID,Description
435975,3647107,vomeronasal 2 receptor 63 [Source:MGI Symbol;Acc:MGI:3647107]
435391,3647127,dual specificity phosphatase and pro isomerase domain containing 1 [Source:MGI Symbol;Acc:MGI:3647127]
668200,3647149,exocrine gland secreted peptide 15 [Source:MGI Symbol;Acc:MGI:3647149]
625716,3647159,predicted gene 6614 [Source:MGI Symbol;Acc:MGI:3647159]
546038,3647173,sperm associated antigen 11B [Source:MGI Symbol;Acc:MGI:3647173]
654453,3647176,defensin beta 33 [Source:MGI Symbol;Acc:MGI:3647176]
654458,3647180,defensin beta 43 [Source:MGI Symbol;Acc:MGI:3647180]
384732,3647188,predicted gene 10081 [Source:MGI Symbol;Acc:MGI:3647188]
381852,3647191,predicted gene 5155 [Source:MGI Symbol;Acc:MGI:3647191]
384221,3647193,vomeronasal 2 receptor 17 [Source:MGI Symbol;Acc:MGI:3647193]
384220,3647194,vomeronasal 2 receptor 16 [Source:MGI Symbol;Acc:MGI:3647194]
232801,3647196,leukocyte immunoglobulin-like receptor subfamily A (with TM domain) member 5 [Source:MGI Symbol;Acc:MGI:3647196]
667472,3647206,predicted gene 8653 [Source:MGI Symbol;Acc:MGI:3647206]
638102,3647235,vomeronasal 2 receptor 115 [Source:MGI Symbol;Acc:MGI:3647235]
628664,3647238,predicted gene 6902 [Source:MGI Symbol;Acc:MGI:3647238]
100043566,3647238,predicted gene 6902 [Source:MGI Symbol;Acc:MGI:3647238]
622976,3647255,predicted gene 6377 [Source:MGI Symbol;Acc:MGI:3647255]
384813,3647273,predicted gene 5346 [Source:MGI Symbol;Acc:MGI:3647273]
102634429,3647277,predicted gene 6569 [Source:MGI Symbol;Acc:MGI:3647277]
330496,3647279,interferon lambda 2 [Source:MGI Symbol;Acc:MGI:3647279]
620537,3647287,vomeronasal 1 receptor 94 [Source:MGI Symbol;Acc:MGI:3647287]
436135,3647303,vomeronasal 1 receptor 113 [Source:MGI Symbol;Acc:MGI:3647303]
329055,3647308,predicted gene 5097 [Source:MGI Symbol;Acc:MGI:3647308]
668106,3647308,predicted gene 5097 [Source:MGI Symbol;Acc:MGI:3647308]
435953,3647340,vomeronasal 1 receptor 120 [Source:MGI Symbol;Acc:MGI:3647340]
435951,3647341,vomeronasal 1 receptor 122 [Source:MGI Symbol;Acc:MGI:3647341]
434396,3647347,predicted gene 5615 [Source:MGI Symbol;Acc:MGI:3647347]
380907,3647352,predicted gene 5142 [Source:MGI Symbol;Acc:MGI:3647352]
666731,3647365,tripartite motif-containing 43C [Source:MGI Symbol;Acc:MGI:3647365]
625480,3647394,predicted gene 6592 [Source:MGI Symbol;Acc:MGI:3647394]
232358,3647444,vomeronasal 2 receptor 19 [Source:MGI Symbol;Acc:MGI:3647444]
100043033,3647461,predicted pseudogene 16451 [Source:MGI Symbol;Acc:MGI:3647461]
630294,3647514,predicted gene 7030 [Source:MGI Symbol;Acc:MGI:3647514]
231903,3647519,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5) decarboxylase [Source:MGI Symbol;Acc:MGI:3647519]
243628,3647530,vomeronasal 2 receptor 24 [Source:MGI Symbol;Acc:MGI:3647530]
433653,3647547,predicted gene 5549 [Source:MGI Symbol;Acc:MGI:3647547]
667599,3647550,predicted gene 8720 [Source:MGI Symbol;Acc:MGI:3647550]
100504156,3647570,family with sequence similarity 181 member A [Source:MGI Symbol;Acc:MGI:3647570]
434008,3647581,transmembrane protein 178B [Source:MGI Symbol;Acc:MGI:3647581]
244114,3647591,vomeronasal 2 receptor 72 [Source:MGI Symbol;Acc:MGI:3647591]
628870,3647600,otogelin-like [Source:MGI Symbol;Acc:MGI:3647600]
545136,3647604,family with sequence similarity 186 member B [Source:MGI Symbol;Acc:MGI:3647604]
545861,3647625,predicted gene 5878 [Source:MGI Symbol;Acc:MGI:3647625]
330513,3647631,predicted gene 5114 [Source:MGI Symbol;Acc:MGI:3647631]
620018,3647631,predicted gene 5114 [Source:MGI Symbol;Acc:MGI:3647631]
668618,3647631,predicted gene 5114 [Source:MGI Symbol;Acc:MGI:3647631]
100039269,3647631,predicted gene 5114 [Source:MGI Symbol;Acc:MGI:3647631]
100043467,3647631,predicted gene 5114 [Source:MGI Symbol;Acc:MGI:3647631]
100861663,3647631,predicted gene 5114 [Source:MGI Symbol;Acc:MGI:3647631]
100861686,3647631,predicted gene 5114 [Source:MGI Symbol;Acc:MGI:3647631]
105242401,3647631,predicted gene 5114 [Source:MGI Symbol;Acc:MGI:3647631]
620574,3647652,predicted gene 6164 [Source:MGI Symbol;Acc:MGI:3647652]
625210,3647662,predicted gene 16405 [Source:MGI Symbol;Acc:MGI:3647662]
100039055,3647662,predicted gene 16405 [Source:MGI Symbol;Acc:MGI:3647662]
100040317,3647662,predicted gene 16405 [Source:MGI Symbol;Acc:MGI:3647662]
100040867,3647662,predicted gene 16405 [Source:MGI Symbol;Acc:MGI:3647662]
667129,3647681,vomeronasal 1 receptor 103 [Source:MGI Symbol;Acc:MGI:3647681]
435528,3647683,glycine-N-acyltransferase-like 3 [Source:MGI Symbol;Acc:MGI:3647683]
624584,3647697,secretoglobin family 2B member 17 [Source:MGI Symbol;Acc:MGI:3647697]
668526,3647697,secretoglobin family 2B member 17 [Source:MGI Symbol;Acc:MGI:3647697]
666528,3647699,zinc finger protein 541 [Source:MGI Symbol;Acc:MGI:3647699]
545477,3647736,BPI fold containing family A member 6 [Source:MGI Symbol;Acc:MGI:3647736]
102642312,3647736,BPI fold containing family A member 6 [Source:MGI Symbol;Acc:MGI:3647736]
625580,3647749,vomeronasal 2 receptor 48 [Source:MGI Symbol;Acc:MGI:3647749]
623459,3647754,predicted gene 6432 [Source:MGI Symbol;Acc:MGI:3647754]
224572,3647786,vomeronasal 2 receptor 102 [Source:MGI Symbol;Acc:MGI:3647786]
224576,3647787,vomeronasal 2 receptor 106 [Source:MGI Symbol;Acc:MGI:3647787]
622744,3647817,predicted gene 6351 [Source:MGI Symbol;Acc:MGI:3647817]
624931,3647817,predicted gene 6351 [Source:MGI Symbol;Acc:MGI:3647817]
666209,3647817,predicted gene 6351 [Source:MGI Symbol;Acc:MGI:3647817]
269700,3647820,predicted gene 15800 [Source:MGI Symbol;Acc:MGI:3647820]
100502592,3647826,predicted gene 4736 [Source:MGI Symbol;Acc:MGI:3647826]
639025,3647831,predicted gene 7257 [Source:MGI Symbol;Acc:MGI:3647831]
625823,3647849,vomeronasal 1 receptor 1 [Source:MGI Symbol;Acc:MGI:3647849]
433022,3647874,phosphatidylinositol-specific phospholipase C X domain containing 2 [Source:MGI Symbol;Acc:MGI:3647874]
628422,3647877,vomeronasal 2 receptor 58 [Source:MGI Symbol;Acc:MGI:3647877]
622486,3647925,sperm motility kinase 3C [Source:MGI Symbol;Acc:MGI:3647925]
546913,3647952,vomeronasal 2 receptor 22 [Source:MGI Symbol;Acc:MGI:3647952]
546912,3647953,vomeronasal 2 receptor 21 [Source:MGI Symbol;Acc:MGI:3647953]
224552,3647977,vomeronasal 2 receptor 98 [Source:MGI Symbol;Acc:MGI:3647977]
433070,3647977,vomeronasal 2 receptor 98 [Source:MGI Symbol;Acc:MGI:3647977]
238217,3647985,ribosomal protein L10-like [Source:MGI Symbol;Acc:MGI:3647985]
665956,3648003,predicted gene 7861 [Source:MGI Symbol;Acc:MGI:3648003]
666750,3648017,predicted gene 8271 [Source:MGI Symbol;Acc:MGI:3648017]
100504200,3648017,predicted gene 8271 [Source:MGI Symbol;Acc:MGI:3648017]
627537,3648026,vomeronasal 2 receptor 100 [Source:MGI Symbol;Acc:MGI:3648026]
665227,3648050,vomeronasal 2 receptor 94 [Source:MGI Symbol;Acc:MGI:3648050]
381582,3648074,transmembrane protein 240 [Source:MGI Symbol;Acc:MGI:3648074]
665033,3648134,collagen type VI alpha 5 [Source:MGI Symbol;Acc:MGI:3648134]
654460,3648148,defensin beta 18 [Source:MGI Symbol;Acc:MGI:3648148]
625098,3648156,solute carrier family 38 member 6 [Source:MGI Symbol;Acc:MGI:3648156]
667404,3648167,vomeronasal 1 receptor 135 [Source:MGI Symbol;Acc:MGI:3648167]
381937,3648211,predicted gene 5157 [Source:MGI Symbol;Acc:MGI:3648211]
667378,3648211,predicted gene 5157 [Source:MGI Symbol;Acc:MGI:3648211]
667570,3648211,predicted gene 5157 [Source:MGI Symbol;Acc:MGI:3648211]
546648,3648212,kelch domain containing 7B [Source:MGI Symbol;Acc:MGI:3648212]
637053,3648229,vomeronasal 2 receptor 4 [Source:MGI Symbol;Acc:MGI:3648229]
666002,3648252,vomeronasal 2 receptor 114 [Source:MGI Symbol;Acc:MGI:3648252]
100038992,3648256,predicted gene 16381 [Source:MGI Symbol;Acc:MGI:3648256]
100042786,3648256,predicted gene 16381 [Source:MGI Symbol;Acc:MGI:3648256]
102636530,3648256,predicted gene 16381 [Source:MGI Symbol;Acc:MGI:3648256]
435337,3648257,predicted gene 5662 [Source:MGI Symbol;Acc:MGI:3648257]
628580,3648262,vomeronasal 1 receptor 68 [Source:MGI Symbol;Acc:MGI:3648262]
626970,3648283,secretoglobin family 2B member 21 [Source:MGI Symbol;Acc:MGI:3648283]
331493,3648285,predicted gene 5127 [Source:MGI Symbol;Acc:MGI:3648285]
236749,3648288,predicted gene 4907 [Source:MGI Symbol;Acc:MGI:3648288]
238829,3648293,claudin 34B3 [Source:MGI Symbol;Acc:MGI:3648293]
231861,3648294,trinucleotide repeat containing 18 [Source:MGI Symbol;Acc:MGI:3648294]
620697,3648297,vomeronasal 2 receptor 68 [Source:MGI Symbol;Acc:MGI:3648297]
546981,3648311,vomeronasal 2 receptor 75 [Source:MGI Symbol;Acc:MGI:3648311]
233005,3648316,cytochrome P450 family 2 subfamily a polypeptide 22 [Source:MGI Symbol;Acc:MGI:3648316]
622222,3648367,vomeronasal 1 receptor 175 [Source:MGI Symbol;Acc:MGI:3648367]
620592,3648377,transmembrane protein 28 [Source:MGI Symbol;Acc:MGI:3648377]
434264,3648378,sulfotransferase family 2A dehydroepiandrosterone (DHEA)-preferring member 5 [Source:MGI Symbol;Acc:MGI:3648378]
100040937,3648403,claudin 34B1 [Source:MGI Symbol;Acc:MGI:3648403]
209324,3648404,predicted gene 4758 [Source:MGI Symbol;Acc:MGI:3648404]
666938,3648414,BEN domain containing 4 [Source:MGI Symbol;Acc:MGI:3648414]
101055953,3648424,predicted gene 6434 [Source:MGI Symbol;Acc:MGI:3648424]
627576,3648468,vomeronasal 2 receptor 101 [Source:MGI Symbol;Acc:MGI:3648468]
244556,3648473,zinc finger protein 791 [Source:MGI Symbol;Acc:MGI:3648473]
628705,3648476,PHD finger protein 11C [Source:MGI Symbol;Acc:MGI:3648476]
226654,3648482,thiosulfate sulfurtransferase (rhodanese)-like domain containing 1 [Source:MGI Symbol;Acc:MGI:3648482]
625424,3648511,predicted gene 6583 [Source:MGI Symbol;Acc:MGI:3648511]
623131,3648539,proline rich 19 [Source:MGI Symbol;Acc:MGI:3648539]
633640,3648543,predicted gene 7120 [Source:MGI Symbol;Acc:MGI:3648543]
667063,3648581,predicted gene 8439 [Source:MGI Symbol;Acc:MGI:3648581]
13806,3648653,enolase 1B retrotransposed [Source:MGI Symbol;Acc:MGI:3648653]
433182,3648653,enolase 1B retrotransposed [Source:MGI Symbol;Acc:MGI:3648653]
433180,3648654,serine peptidase inhibitor Kazal type 6 [Source:MGI Symbol;Acc:MGI:3648654]
667240,3648662,vomeronasal 1 receptor 121 [Source:MGI Symbol;Acc:MGI:3648662]
435376,3648665,ATPase H+ transporting lysosomal accessory protein 1-like [Source:MGI Symbol;Acc:MGI:3648665]
545884,3648672,predicted gene 5885 [Source:MGI Symbol;Acc:MGI:3648672]
434179,3648690,predicted gene 5595 [Source:MGI Symbol;Acc:MGI:3648690]
434172,3648691,predicted gene 5592 [Source:MGI Symbol;Acc:MGI:3648691]
434171,3648692,predicted gene 5591 [Source:MGI Symbol;Acc:MGI:3648692]
627975,3648692,predicted gene 5591 [Source:MGI Symbol;Acc:MGI:3648692]
628058,3648692,predicted gene 5591 [Source:MGI Symbol;Acc:MGI:3648692]
628304,3648692,predicted gene 5591 [Source:MGI Symbol;Acc:MGI:3648692]
100038967,3648692,predicted gene 5591 [Source:MGI Symbol;Acc:MGI:3648692]
100861679,3648692,predicted gene 5591 [Source:MGI Symbol;Acc:MGI:3648692]
102636497,3648692,predicted gene 5591 [Source:MGI Symbol;Acc:MGI:3648692]
666040,3648697,predicted gene 7903 [Source:MGI Symbol;Acc:MGI:3648697]
231885,3648713,predicted gene 4871 [Source:MGI Symbol;Acc:MGI:3648713]
633057,3648735,predicted gene 7102 [Source:MGI Symbol;Acc:MGI:3648735]
436059,3648740,carboxylesterase 2H [Source:MGI Symbol;Acc:MGI:3648740]
619788,3648766,vomeronasal 2 receptor 117 [Source:MGI Symbol;Acc:MGI:3648766]
545047,3648769,predicted gene 5800 [Source:MGI Symbol;Acc:MGI:3648769]
546143,3648770,cell cycle progression 1 opposite strand [Source:MGI Symbol;Acc:MGI:3648770]
434766,3648776,reproductive homeobox 2G [Source:MGI Symbol;Acc:MGI:3648776]
434760,3648779,reproductive homeobox 2D [Source:MGI Symbol;Acc:MGI:3648779]
622408,3648807,multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:MGI Symbol;Acc:MGI:3648807]
545947,3648809,secretoglobin family 2B member 19 [Source:MGI Symbol;Acc:MGI:3648809]
546335,3648846,predicted gene 5938 [Source:MGI Symbol;Acc:MGI:3648846]
667268,3648873,vomeronasal 1 receptor 116 [Source:MGI Symbol;Acc:MGI:3648873]
667262,3648880,vomeronasal 1 receptor 117 [Source:MGI Symbol;Acc:MGI:3648880]
622744,3648891,predicted gene 7982 [Source:MGI Symbol;Acc:MGI:3648891]
624931,3648891,predicted gene 7982 [Source:MGI Symbol;Acc:MGI:3648891]
666209,3648891,predicted gene 7982 [Source:MGI Symbol;Acc:MGI:3648891]
629219,3648915,sulfotransferase family 2A dehydroepiandrosterone (DHEA)-preferring member 6 [Source:MGI Symbol;Acc:MGI:3648915]
244595,3648919,carboxylesterase 1A [Source:MGI Symbol;Acc:MGI:3648919]
625464,3648937,predicted gene 6588 [Source:MGI Symbol;Acc:MGI:3648937]
434701,3648972,vomeronasal 2 receptor 113 [Source:MGI Symbol;Acc:MGI:3648972]
666744,3648993,predicted gene 8267 [Source:MGI Symbol;Acc:MGI:3648993]
666747,3648996,tripartite motif-containing 43B [Source:MGI Symbol;Acc:MGI:3648996]
101056159,3649000,predicted gene 8104 [Source:MGI Symbol;Acc:MGI:3649000]
545929,3649014,predicted gene 5891 [Source:MGI Symbol;Acc:MGI:3649014]
102638521,3649053,predicted gene 6096 [Source:MGI Symbol;Acc:MGI:3649053]
653016,3649059,predicted gene 7325 [Source:MGI Symbol;Acc:MGI:3649059]
625109,3649066,vomeronasal 2 receptor 86 [Source:MGI Symbol;Acc:MGI:3649066]
667069,3649068,vomeronasal 2 receptor 6 [Source:MGI Symbol;Acc:MGI:3649068]
667067,3649070,vomeronasal 1 receptor 91 [Source:MGI Symbol;Acc:MGI:3649070]
667060,3649074,vomeronasal 2 receptor 5 [Source:MGI Symbol;Acc:MGI:3649074]
100043569,3649076,vomeronasal 1 receptor 112 [Source:MGI Symbol;Acc:MGI:3649076]
667281,3649078,histocompatibility 60b [Source:MGI Symbol;Acc:MGI:3649078]
233164,3649090,predicted gene 4884 [Source:MGI Symbol;Acc:MGI:3649090]
626615,3649094,apolipoprotein L 11a [Source:MGI Symbol;Acc:MGI:3649094]
665574,3649135,predicted gene 7694 [Source:MGI Symbol;Acc:MGI:3649135]
231591,3649151,vomeronasal 2 receptor 14 [Source:MGI Symbol;Acc:MGI:3649151]
626828,3649162,vomeronasal 1 receptor 31 [Source:MGI Symbol;Acc:MGI:3649162]
211223,3649165,vomeronasal 2 receptor 15 [Source:MGI Symbol;Acc:MGI:3649165]
102637417,3649168,predicted gene 7735 [Source:MGI Symbol;Acc:MGI:3649168]
102638323,3649168,predicted gene 7735 [Source:MGI Symbol;Acc:MGI:3649168]
50518,3649244,predicted gene 14226 [Source:MGI Symbol;Acc:MGI:3649244]
100036518,3649245,vomeronasal 1 receptor 223 [Source:MGI Symbol;Acc:MGI:3649245]
230398,3649260,interferon alpha 16 [Source:MGI Symbol;Acc:MGI:3649260]
230622,3649262,selection and upkeep of intraepithelial T cells 6 [Source:MGI Symbol;Acc:MGI:3649262]
381536,3649399,predicted gene 12789 [Source:MGI Symbol;Acc:MGI:3649399]
102641600,3649411,predicted gene 11273 [Source:MGI Symbol;Acc:MGI:3649411]
544922,3649412,zinc finger with KRAB and SCAN domains 4 [Source:MGI Symbol;Acc:MGI:3649412]
242517,3649418,interferon alpha 15 [Source:MGI Symbol;Acc:MGI:3649418]
670533,3649436,predicted gene 11567 [Source:MGI Symbol;Acc:MGI:3649436]
100040854,3649498,predicted gene 13040 [Source:MGI Symbol;Acc:MGI:3649498]
545693,3649500,predicted gene 13043 [Source:MGI Symbol;Acc:MGI:3649500]
100038570,3649529,predicted gene 11744 [Source:MGI Symbol;Acc:MGI:3649529]
241593,3649546,protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1 retrogene 1 [Source:MGI Symbol;Acc:MGI:3649546]
545645,3649573,predicted gene 13283 [Source:MGI Symbol;Acc:MGI:3649573]
664987,3649576,predicted gene 14393 [Source:MGI Symbol;Acc:MGI:3649576]
547160,3649617,predicted gene 14484 [Source:MGI Symbol;Acc:MGI:3649617]
639781,3649627,selection and upkeep of intraepithelial T cells 1 [Source:MGI Symbol;Acc:MGI:3649627]
329919,3649629,selection and upkeep of intraepithelial T cells 2 [Source:MGI Symbol;Acc:MGI:3649629]
100043860,3649643,secretoglobin family 1B member 24 [Source:MGI Symbol;Acc:MGI:3649643]
100040861,3649690,predicted gene 13057 [Source:MGI Symbol;Acc:MGI:3649690]
100034251,3649773,WAP four-disulfide core domain 17 [Source:MGI Symbol;Acc:MGI:3649773]
102642186,3649773,WAP four-disulfide core domain 17 [Source:MGI Symbol;Acc:MGI:3649773]
545481,3649852,Rho GTPase activating protein 40 [Source:MGI Symbol;Acc:MGI:3649852]
100042939,3649874,predicted gene 14479 [Source:MGI Symbol;Acc:MGI:3649874]
100043868,3649901,secretoglobin family 1B member 30 [Source:MGI Symbol;Acc:MGI:3649901]
666317,3649927,Prolactin family 2 subfamily c member 1 [Source:MGI Symbol;Acc:MGI:3649927]
195555,3649940,PRAME family member 6 [Source:MGI Symbol;Acc:MGI:3649940]
329984,3649968,PRAME family member 25 [Source:MGI Symbol;Acc:MGI:3649968]
277668,3649971,predicted gene 13088 [Source:MGI Symbol;Acc:MGI:3649971]
208820,3650048,triple QxxK/R motif containing [Source:MGI Symbol;Acc:MGI:3650048]
432589,3650066,predicted gene 11541 [Source:MGI Symbol;Acc:MGI:3650066]
100042927,3650131,predicted gene 14474 [Source:MGI Symbol;Acc:MGI:3650131]
242627,3650151,selection and upkeep of intraepithelial T cells 5 [Source:MGI Symbol;Acc:MGI:3650151]
666048,3650152,TraB domain containing 2B [Source:MGI Symbol;Acc:MGI:3650152]
626943,3650199,PRAME family member 17 [Source:MGI Symbol;Acc:MGI:3650199]
194225,3650203,predicted gene 13103 [Source:MGI Symbol;Acc:MGI:3650203]
277668,3650203,predicted gene 13103 [Source:MGI Symbol;Acc:MGI:3650203]
620779,3650206,predicted gene 12695 [Source:MGI Symbol;Acc:MGI:3650206]
544792,3650209,predicted gene 12302 [Source:MGI Symbol;Acc:MGI:3650209]
100270744,3650217,BTB (POZ) domain containing 18 [Source:MGI Symbol;Acc:MGI:3650217]
277666,3650231,predicted gene 13078 [Source:MGI Symbol;Acc:MGI:3650231]
279185,3650232,predicted gene 13083 [Source:MGI Symbol;Acc:MGI:3650232]
381569,3650237,predicted gene 13084 [Source:MGI Symbol;Acc:MGI:3650237]
381570,3650237,predicted gene 13084 [Source:MGI Symbol;Acc:MGI:3650237]
435815,3650257,predicted gene 13177 [Source:MGI Symbol;Acc:MGI:3650257]
629303,3650286,HEAT repeat containing 9 [Source:MGI Symbol;Acc:MGI:3650286]
628813,3650287,predicted gene 11437 [Source:MGI Symbol;Acc:MGI:3650287]
100504183,3650326,keratin associated protein 16-1 [Source:MGI Symbol;Acc:MGI:3650326]
670550,3650327,predicted gene 11565 [Source:MGI Symbol;Acc:MGI:3650327]
670496,3650329,predicted gene 11564 [Source:MGI Symbol;Acc:MGI:3650329]
100040248,3650330,predicted gene 11563 [Source:MGI Symbol;Acc:MGI:3650330]
432600,3650331,predicted gene 11568 [Source:MGI Symbol;Acc:MGI:3650331]
102641710,3650331,predicted gene 11568 [Source:MGI Symbol;Acc:MGI:3650331]
435286,3650333,keratin associated protein 9-5 [Source:MGI Symbol;Acc:MGI:3650333]
546263,3650385,predicted gene 14459 [Source:MGI Symbol;Acc:MGI:3650385]
432736,3650395,vomeronasal 1 receptor 209 [Source:MGI Symbol;Acc:MGI:3650395]
435273,3650443,keratin associated protein 1-3 [Source:MGI Symbol;Acc:MGI:3650443]
105704528,3650445,predicted gene 13090 [Source:MGI Symbol;Acc:MGI:3650445]
433416,3650473,predicted gene 13547 [Source:MGI Symbol;Acc:MGI:3650473]
194227,3650478,predicted gene 13023 [Source:MGI Symbol;Acc:MGI:3650478]
545475,3650536,defensin beta 28 [Source:MGI Symbol;Acc:MGI:3650536]
433490,3650541,defensin beta 45 [Source:MGI Symbol;Acc:MGI:3650541]
550619,3650624,AT rich interactive domain 3C (BRIGHT-like) [Source:MGI Symbol;Acc:MGI:3650624]
381531,3650630,major urinary protein 21 [Source:MGI Symbol;Acc:MGI:3650630]
100503584,3650650,zinc finger protein 534 [Source:MGI Symbol;Acc:MGI:3650650]
667373,3650685,predicted gene 14446 [Source:MGI Symbol;Acc:MGI:3650685]
433719,3650704,predicted gene 11487 [Source:MGI Symbol;Acc:MGI:3650704]
546849,3650721,predicted gene 13178 [Source:MGI Symbol;Acc:MGI:3650721]
432602,3650789,keratin associated protein 31-2 [Source:MGI Symbol;Acc:MGI:3650789]
432552,3650836,family with sequence similarity 71 member B [Source:MGI Symbol;Acc:MGI:3650836]
210535,3650838,predicted gene 12169 [Source:MGI Symbol;Acc:MGI:3650838]
68280,3650864,predicted gene 12666 [Source:MGI Symbol;Acc:MGI:3650864]
435818,3650865,solute carrier family 2 (facilitated glucose transporter) member 7 [Source:MGI Symbol;Acc:MGI:3650865]
327963,3650906,zinc finger protein 616 [Source:MGI Symbol;Acc:MGI:3650906]
100043899,3650937,R3H domain containing-like [Source:MGI Symbol;Acc:MGI:3650937]
620807,3650962,major urinary protein 6 [Source:MGI Symbol;Acc:MGI:3650962]
433801,3651014,predicted gene 13212 [Source:MGI Symbol;Acc:MGI:3651014]
381390,3651016,predicted gene 14151 [Source:MGI Symbol;Acc:MGI:3651016]
433486,3651016,predicted gene 14151 [Source:MGI Symbol;Acc:MGI:3651016]
435285,3651030,keratin associated protein 4-16 [Source:MGI Symbol;Acc:MGI:3651030]
433698,3651059,predicted gene 12429 [Source:MGI Symbol;Acc:MGI:3651059]
626870,3651127,predicted gene 11992 [Source:MGI Symbol;Acc:MGI:3651127]
623781,3651144,predicted gene 14137 [Source:MGI Symbol;Acc:MGI:3651144]
654459,3651158,defensin beta 25 [Source:MGI Symbol;Acc:MGI:3651158]
629873,3651229,keratin associated protein 1-4 [Source:MGI Symbol;Acc:MGI:3651229]
100041488,3651231,predicted gene 11937 [Source:MGI Symbol;Acc:MGI:3651231]
100041412,3651233,predicted gene 11938 [Source:MGI Symbol;Acc:MGI:3651233]
626995,3651261,predicted gene 13128 [Source:MGI Symbol;Acc:MGI:3651261]
632793,3651399,vomeronasal 1 receptor 204 [Source:MGI Symbol;Acc:MGI:3651399]
102634852,3651439,predicted gene 11232 [Source:MGI Symbol;Acc:MGI:3651439]
629747,3651470,serine peptidase inhibitor Kunitz type 3 [Source:MGI Symbol;Acc:MGI:3651470]
545798,3651514,transmembrane protein 233 [Source:MGI Symbol;Acc:MGI:3651514]
639774,3651523,selection and upkeep of intraepithelial T cells 8 [Source:MGI Symbol;Acc:MGI:3651523]
102642717,3651534,predicted gene 12258 [Source:MGI Symbol;Acc:MGI:3651534]
634731,3651543,sushi domain containing 1 [Source:MGI Symbol;Acc:MGI:3651543]
381390,3651555,predicted gene 14147 [Source:MGI Symbol;Acc:MGI:3651555]
624860,3651568,predicted gene 12253 [Source:MGI Symbol;Acc:MGI:3651568]
626299,3651596,vomeronasal 1 receptor 194 [Source:MGI Symbol;Acc:MGI:3651596]
625638,3651622,family with sequence similarity 43 member B [Source:MGI Symbol;Acc:MGI:3651622]
545667,3651644,family with sequence similarity 159 member A [Source:MGI Symbol;Acc:MGI:3651644]
242711,3651647,chymotrypsin-like elastase family member 3A [Source:MGI Symbol;Acc:MGI:3651647]
433779,3651680,predicted gene 13119 [Source:MGI Symbol;Acc:MGI:3651680]
105242489,3651680,predicted gene 13119 [Source:MGI Symbol;Acc:MGI:3651680]
629761,3651686,WAP four-disulfide core domain 11 [Source:MGI Symbol;Acc:MGI:3651686]
641368,3651687,serine protease inhibitor Kunitz type 5 [Source:MGI Symbol;Acc:MGI:3651687]
546519,3651706,transmembrane protein 235 [Source:MGI Symbol;Acc:MGI:3651706]
105734733,3651765,predicted gene 13030 [Source:MGI Symbol;Acc:MGI:3651765]
666921,3651888,predicted gene 12886 [Source:MGI Symbol;Acc:MGI:3651888]
383678,3651927,odorant binding protein 2B [Source:MGI Symbol;Acc:MGI:3651927]
100041677,3651978,predicted gene 13157 [Source:MGI Symbol;Acc:MGI:3651978]
381530,3651981,major urinary protein 20 [Source:MGI Symbol;Acc:MGI:3651981]
433804,3651986,predicted gene 13154 [Source:MGI Symbol;Acc:MGI:3651986]
100862460,3651986,predicted gene 13154 [Source:MGI Symbol;Acc:MGI:3651986]
102631585,3651986,predicted gene 13154 [Source:MGI Symbol;Acc:MGI:3651986]
668923,3651999,zinc finger protein 442 [Source:MGI Symbol;Acc:MGI:3651999]
100216455,3652002,predicted gene 14124 [Source:MGI Symbol;Acc:MGI:3652002]
629754,3652032,WAP four-disulfide core domain 9 [Source:MGI Symbol;Acc:MGI:3652032]
668929,3652039,RAD21-like (S. pombe) [Source:MGI Symbol;Acc:MGI:3652039]
237891,3652048,growth arrest-specific 2 like 2 [Source:MGI Symbol;Acc:MGI:3652048]
620695,3652053,predicted gene 13889 [Source:MGI Symbol;Acc:MGI:3652053]
100502803,3652059,predicted gene 11562 [Source:MGI Symbol;Acc:MGI:3652059]
665998,3652060,keratin associated protein 4-9 [Source:MGI Symbol;Acc:MGI:3652060]
100415785,3652067,predicted gene 11559 [Source:MGI Symbol;Acc:MGI:3652067]
545677,3652130,predicted gene 12888 [Source:MGI Symbol;Acc:MGI:3652130]
666927,3652131,predicted gene 12887 [Source:MGI Symbol;Acc:MGI:3652131]
546840,3652166,low density lipoprotein receptor class A domain containing 1 [Source:MGI Symbol;Acc:MGI:3652166]
620913,3652173,predicted gene 12185 [Source:MGI Symbol;Acc:MGI:3652173]
670464,3652177,predicted gene 11596 [Source:MGI Symbol;Acc:MGI:3652177]
626802,3652185,predicted gene 14322 [Source:MGI Symbol;Acc:MGI:3652185]
627085,3652194,predicted gene 13124 [Source:MGI Symbol;Acc:MGI:3652194]
545471,3652219,zinc finger protein 345 [Source:MGI Symbol;Acc:MGI:3652219]
628308,3652255,predicted gene 14420 [Source:MGI Symbol;Acc:MGI:3652255]
665992,3652306,keratin associated protein 4-8 [Source:MGI Symbol;Acc:MGI:3652306]
100040276,3652308,predicted gene 11595 [Source:MGI Symbol;Acc:MGI:3652308]
100039672,3652339,microseminoprotein prostate associated [Source:MGI Symbol;Acc:MGI:3652339]
